field.markers39.marker_name,field.markers39.subject_name,field.markers39.segment_name,field.markers39.translation.x,field.markers39.translation.y,field.markers39.translation.z,field.markers39.occluded,field.markers40.marker_name,field.markers40.subject_name,field.markers40.segment_name,field.markers40.translation.x,field.markers40.translation.y,field.markers40.translation.z,field.markers40.occluded,field.markers41.marker_name,field.markers41.subject_name,field.markers41.segment_name,field.markers41.translation.x,field.markers41.translation.y,field.markers41.translation.z,field.markers41.occluded,field.markers42.marker_name,field.markers42.subject_name,field.markers42.segment_name,field.markers42.translation.x,field.markers42.translation.y,field.markers42.translation.z,field.markers42.occluded
Bottle 1,Bottle,Bottle,1159.89868164,189.381408691,172.829727173,0,Bottle 2,Bottle,Bottle,1120.53930664,198.446487427,56.8720054626,0,Bottle 3,Bottle,Bottle,1194.93444824,213.476455688,59.372505188,0,Bottle 4,Bottle,Bottle,1184.45007324,147.973983765,59.3872070312,0
Bottle 1,Bottle,Bottle,1159.90515137,189.369979858,172.843154907,0,Bottle 2,Bottle,Bottle,1120.53613281,198.398956299,56.8367843628,0,Bottle 3,Bottle,Bottle,1194.91992188,213.46131897,59.3979759216,0,Bottle 4,Bottle,Bottle,1184.42944336,147.989807129,59.3767814636,0
Bottle 1,Bottle,Bottle,1159.90637207,189.366241455,172.836212158,0,Bottle 2,Bottle,Bottle,1120.52929688,198.438995361,56.8791122437,0,Bottle 3,Bottle,Bottle,1194.92443848,213.471481323,59.3644523621,0,Bottle 4,Bottle,Bottle,1184.45092773,147.985626221,59.3750953674,0
Bottle 1,Bottle,Bottle,1159.8873291,189.375488281,172.843399048,0,Bottle 2,Bottle,Bottle,1120.54333496,198.387054443,56.8519020081,0,Bottle 3,Bottle,Bottle,1194.92541504,213.455276489,59.3686714172,0,Bottle 4,Bottle,Bottle,1184.42810059,147.994064331,59.3833122253,0
Bottle 1,Bottle,Bottle,1159.89172363,189.369110107,172.828109741,0,Bottle 2,Bottle,Bottle,1120.52160645,198.420974731,56.8779792786,0,Bottle 3,Bottle,Bottle,1194.93859863,213.48449707,59.384349823,0,Bottle 4,Bottle,Bottle,1184.45043945,148.00553894,59.3527412415,0
Bottle 1,Bottle,Bottle,1159.92285156,189.368377686,172.835723877,0,Bottle 2,Bottle,Bottle,1120.53076172,198.429244995,56.8803787231,0,Bottle 3,Bottle,Bottle,1194.91271973,213.469650269,59.3665809631,0,Bottle 4,Bottle,Bottle,1184.421875,147.945297241,59.4103889465,0
Bottle 1,Bottle,Bottle,1160.18713379,189.555358887,172.867324829,0,Bottle 2,Bottle,Bottle,1120.78283691,199.536392212,57.0111846924,0,Bottle 3,Bottle,Bottle,1195.60876465,213.355178833,59.3927574158,0,Bottle 4,Bottle,Bottle,1184.39343262,147.953323364,59.3967475891,0
Bottle 1,Bottle,Bottle,1163.53417969,191.368804932,172.787078857,0,Bottle 2,Bottle,Bottle,1123.96411133,203.104446411,57.2557067871,0,Bottle 3,Bottle,Bottle,1199.3638916,213.268554688,59.1740341187,0,Bottle 4,Bottle,Bottle,1185.46704102,148.591064453,59.3457756042,0
Bottle 1,Bottle,Bottle,1165.85351562,193.651550293,172.91065979,0,Bottle 2,Bottle,Bottle,1125.85559082,205.80809021,57.4634284973,0,Bottle 3,Bottle,Bottle,1201.46582031,214.30355835,59.0023727417,0,Bottle 4,Bottle,Bottle,1186.07312012,150.041137695,59.3304176331,0
Bottle 1,Bottle,Bottle,1166.07629395,194.724090576,172.865020752,0,Bottle 2,Bottle,Bottle,1126.56396484,207.230926514,57.318107605,0,Bottle 3,Bottle,Bottle,1202.31323242,215.523101807,58.980846405,0,Bottle 4,Bottle,Bottle,1186.49584961,151.146896362,59.2826728821,0
Bottle 1,Bottle,Bottle,1165.19958496,195.847976685,173.005447388,0,Bottle 2,Bottle,Bottle,1127.12841797,207.538208008,56.7332420349,0,Bottle 3,Bottle,Bottle,1202.63964844,215.423141479,59.2678031921,0,Bottle 4,Bottle,Bottle,1186.24658203,151.196304321,59.9867401123,0
Bottle 1,Bottle,Bottle,1167.72021484,199.849639893,173.427947998,0,Bottle 2,Bottle,Bottle,1128.34692383,208.838912964,57.3843803406,0,Bottle 3,Bottle,Bottle,1204.02282715,215.38243103,58.9407577515,0,Bottle 4,Bottle,Bottle,1185.80725098,151.55027771,61.8456916809,0
Bottle 1,Bottle,Bottle,1170.51818848,206.571182251,174.533996582,0,Bottle 2,Bottle,Bottle,1128.98583984,210.904663086,59.0849342346,0,Bottle 3,Bottle,Bottle,1204.85742188,216.813323975,58.7122421265,0,Bottle 4,Bottle,Bottle,1186.60388184,153.229522705,64.7060928345,0
Bottle 1,Bottle,Bottle,1174.26196289,215.975753784,177.089447021,0,Bottle 2,Bottle,Bottle,1129.7956543,212.558685303,62.6975669861,0,Bottle 3,Bottle,Bottle,1205.55444336,219.138809204,60.0576820374,0,Bottle 4,Bottle,Bottle,1188.5090332,155.842163086,70.5023956299,0
Bottle 1,Bottle,Bottle,1174.87414551,218.015258789,181.095993042,0,Bottle 2,Bottle,Bottle,1129.65808105,211.105239868,67.0844116211,0,Bottle 3,Bottle,Bottle,1204.94506836,219.564590454,63.5755310059,0,Bottle 4,Bottle,Bottle,1189.17382812,156.257003784,75.3661880493,0
Bottle 1,Bottle,Bottle,1175.21826172,211.147369385,189.961791992,0,Bottle 2,Bottle,Bottle,1129.28466797,207.396392822,76.0356140137,0,Bottle 3,Bottle,Bottle,1204.5802002,217.737075806,72.5768814087,0,Bottle 4,Bottle,Bottle,1190.20629883,153.46875,82.1977005005,0
Bottle 1,Bottle,Bottle,1212.66491699,133.658126831,621.371643066,0,Bottle 2,Bottle,Bottle,1170.32983398,129.126815796,506.112823486,0,Bottle 3,Bottle,Bottle,1237.03063965,167.075317383,507.501922607,0,Bottle 4,Bottle,Bottle,1246.57641602,101.634689331,507.313446045,0
Bottle 1,Bottle,Bottle,1221.05786133,125.326675415,677.733581543,0,Bottle 2,Bottle,Bottle,1179.92236328,118.473106384,562.161193848,0,Bottle 3,Bottle,Bottle,1245.5078125,158.610626221,563.78503418,0,Bottle 4,Bottle,Bottle,1257.05566406,93.3734130859,564.265808105,0
Bottle 1,Bottle,Bottle,1232.34411621,120.187530518,720.068847656,0,Bottle 2,Bottle,Bottle,1189.61889648,111.33014679,605.273071289,0,Bottle 3,Bottle,Bottle,1254.57836914,152.33039856,605.424804688,0,Bottle 4,Bottle,Bottle,1267.00097656,87.7308883667,606.352844238,0
Bottle 1,Bottle,Bottle,1251.08703613,114.415679932,775.680664062,0,Bottle 2,Bottle,Bottle,1204.33129883,101.982879639,662.87713623,0,Bottle 3,Bottle,Bottle,1267.52233887,144.862579346,659.791381836,0,Bottle 4,Bottle,Bottle,1282.33679199,80.7195892334,661.27154541,0
Bottle 1,Bottle,Bottle,1263.1854248,110.279472351,816.460144043,0,Bottle 2,Bottle,Bottle,1215.36218262,95.6516265869,704.338439941,0,Bottle 3,Bottle,Bottle,1277.24401855,140.121276855,700.100280762,0,Bottle 4,Bottle,Bottle,1293.78369141,76.3856124878,702.034118652,0
Bottle 1,Bottle,Bottle,1279.63549805,107.569328308,869.208984375,0,Bottle 2,Bottle,Bottle,1231.06115723,88.455619812,758.03515625,0,Bottle 3,Bottle,Bottle,1291.38671875,134.809280396,751.987487793,0,Bottle 4,Bottle,Bottle,1310.17248535,71.7590637207,755.334289551,0
Bottle 1,Bottle,Bottle,1292.15698242,108.275787354,906.691467285,0,Bottle 2,Bottle,Bottle,1243.42675781,84.4342269897,796.571228027,0,Bottle 3,Bottle,Bottle,1302.59570312,132.183639526,788.57043457,0,Bottle 4,Bottle,Bottle,1322.90222168,69.6838912964,793.755615234,0
Bottle 1,Bottle,Bottle,1309.74536133,114.425704956,953.735961914,0,Bottle 2,Bottle,Bottle,1260.98657227,81.4473495483,846.080810547,0,Bottle 3,Bottle,Bottle,1317.71447754,131.134017944,834.138000488,0,Bottle 4,Bottle,Bottle,1340.7442627,69.9934310913,842.993713379,0
Bottle 1,Bottle,Bottle,1330.73840332,124.986175537,997.364074707,0,Bottle 2,Bottle,Bottle,1280.37768555,81.5319366455,894.390991211,0,Bottle 3,Bottle,Bottle,1334.8659668,131.806915283,876.651245117,0,Bottle 4,Bottle,Bottle,1360.20898438,72.4857940674,889.866149902,0
Bottle 1,Bottle,Bottle,1370.01672363,138.631591797,1054.87219238,0,Bottle 2,Bottle,Bottle,1312.41638184,84.1708450317,961.608825684,0,Bottle 3,Bottle,Bottle,1363.5435791,134.002578735,934.340332031,0,Bottle 4,Bottle,Bottle,1392.27294922,76.9701690674,950.746765137,0
Bottle 1,Bottle,Bottle,1402.99536133,147.040512085,1086.65722656,0,Bottle 2,Bottle,Bottle,1335.9119873,85.4639282227,1004.8026123,0,Bottle 3,Bottle,Bottle,1380.8203125,136.346908569,968.459899902,0,Bottle 4,Bottle,Bottle,1414.15307617,81.4521713257,983.188415527,0
Bottle 1,Bottle,Bottle,1435.12158203,158.257263184,1112.89733887,0,Bottle 2,Bottle,Bottle,1360.4420166,89.9854049683,1044.19177246,0,Bottle 3,Bottle,Bottle,1397.76428223,140.413085938,999.373046875,0,Bottle 4,Bottle,Bottle,1435.21008301,87.9043045044,1012.03759766,0
Bottle 1,Bottle,Bottle,1448.02258301,162.257110596,1126.6887207,0,Bottle 2,Bottle,Bottle,1371.33947754,91.7450942993,1062.41894531,0,Bottle 3,Bottle,Bottle,1405.29785156,142.816757202,1015.31616211,0,Bottle 4,Bottle,Bottle,1444.50134277,90.9203720093,1026.61950684,0
Bottle 1,Bottle,Bottle,1476.5333252,165.957183838,1171.20935059,0,Bottle 2,Bottle,Bottle,1397.00048828,93.9572143555,1112.21606445,0,Bottle 3,Bottle,Bottle,1421.78991699,149.373886108,1064.58312988,0,Bottle 4,Bottle,Bottle,1465.08374023,100.213340759,1067.8293457,0
Bottle 1,Bottle,Bottle,1492.37915039,169.121246338,1207.62634277,0,Bottle 2,Bottle,Bottle,1413.17956543,96.8083114624,1148.72692871,0,Bottle 3,Bottle,Bottle,1432.96850586,156.242965698,1103.17724609,0,Bottle 4,Bottle,Bottle,1478.67822266,108.769226074,1101.42297363,0
Bottle 1,Bottle,Bottle,1497.86132812,169.894744873,1221.84155273,0,Bottle 2,Bottle,Bottle,1419.02587891,97.6504745483,1162.42199707,0,Bottle 3,Bottle,Bottle,1436.94152832,158.68963623,1118.0604248,0,Bottle 4,Bottle,Bottle,1483.15795898,112.087738037,1114.18432617,0
Bottle 1,Bottle,Bottle,1504.64978027,170.689498901,1242.59204102,0,Bottle 2,Bottle,Bottle,1425.51428223,99.8460769653,1181.72814941,0,Bottle 3,Bottle,Bottle,1441.92480469,162.589630127,1139.59851074,0,Bottle 4,Bottle,Bottle,1488.84082031,117.038917542,1133,0
Bottle 1,Bottle,Bottle,1508.21911621,171.99446106,1255.92211914,0,Bottle 2,Bottle,Bottle,1429.44628906,101.474555969,1194.21923828,0,Bottle 3,Bottle,Bottle,1444.66992188,165.236312866,1153.36303711,0,Bottle 4,Bottle,Bottle,1492.0769043,120.714836121,1145.1439209,0
Bottle 1,Bottle,Bottle,1514.00830078,173.316177368,1282.0324707,0,Bottle 2,Bottle,Bottle,1435.50427246,105.019691467,1217.55578613,0,Bottle 3,Bottle,Bottle,1449.76281738,170.94770813,1179.63000488,0,Bottle 4,Bottle,Bottle,1497.69543457,127.306816101,1168.94628906,0
Bottle 1,Bottle,Bottle,1517.39782715,173.532913208,1300.37109375,0,Bottle 2,Bottle,Bottle,1439.22167969,107.630950928,1233.1842041,0,Bottle 3,Bottle,Bottle,1453.26147461,174.919052124,1197.87207031,0,Bottle 4,Bottle,Bottle,1501.10754395,131.846755981,1185.60058594,0
Bottle 1,Bottle,Bottle,1520.12182617,176.339492798,1321.59643555,0,Bottle 2,Bottle,Bottle,1442.55541992,112.933113098,1251.65380859,0,Bottle 3,Bottle,Bottle,1456.52783203,181.646713257,1218.89978027,0,Bottle 4,Bottle,Bottle,1504.61938477,139.099151611,1205.28186035,0
Bottle 1,Bottle,Bottle,1521.79516602,180.111877441,1335.26831055,0,Bottle 2,Bottle,Bottle,1444.6953125,117.519622803,1263.8190918,0,Bottle 3,Bottle,Bottle,1458.10375977,186.660232544,1232.58898926,0,Bottle 4,Bottle,Bottle,1506.65612793,145.085494995,1218.23730469,0
Bottle 1,Bottle,Bottle,1524.49523926,184.680358887,1351.00463867,0,Bottle 2,Bottle,Bottle,1447.46154785,123.603240967,1278.18920898,0,Bottle 3,Bottle,Bottle,1460.1237793,193.807769775,1248.81201172,0,Bottle 4,Bottle,Bottle,1509.03588867,153.091491699,1232.99047852,0
Bottle 1,Bottle,Bottle,1525.6204834,190.053207397,1364.7935791,0,Bottle 2,Bottle,Bottle,1449.20605469,130.257522583,1290.34973145,0,Bottle 3,Bottle,Bottle,1461.58422852,201.000732422,1262.65063477,0,Bottle 4,Bottle,Bottle,1510.58081055,160.993896484,1246.20922852,0
Bottle 1,Bottle,Bottle,1525.05822754,194.183349609,1374.15771484,0,Bottle 2,Bottle,Bottle,1449.67285156,135.396606445,1297.828125,0,Bottle 3,Bottle,Bottle,1462.12011719,206.58984375,1271.36352539,0,Bottle 4,Bottle,Bottle,1511.82116699,166.78225708,1255.05651855,0
Bottle 1,Bottle,Bottle,1523.86193848,200.826263428,1384.11755371,0,Bottle 2,Bottle,Bottle,1450.08300781,143.260620117,1305.72790527,0,Bottle 3,Bottle,Bottle,1462.78344727,214.719894409,1280.5645752,0,Bottle 4,Bottle,Bottle,1512.45861816,175.48588562,1264.18664551,0
Bottle 1,Bottle,Bottle,1523.89355469,208.109298706,1391.3223877,0,Bottle 2,Bottle,Bottle,1450.66943359,151.78314209,1311.35900879,0,Bottle 3,Bottle,Bottle,1464.04382324,223.671310425,1287.24536133,0,Bottle 4,Bottle,Bottle,1514.11486816,184.272674561,1270.99230957,0
Bottle 1,Bottle,Bottle,1524.42004395,211.445327759,1394.09973145,0,Bottle 2,Bottle,Bottle,1451.08654785,156.30291748,1313.45458984,0,Bottle 3,Bottle,Bottle,1464.92919922,228.062438965,1289.98657227,0,Bottle 4,Bottle,Bottle,1514.89526367,188.745803833,1273.51904297,0
Bottle 1,Bottle,Bottle,1525.6472168,219.331298828,1398.22155762,0,Bottle 2,Bottle,Bottle,1452.18041992,166.069595337,1316.48950195,0,Bottle 3,Bottle,Bottle,1466.95092773,238.171035767,1294.02880859,0,Bottle 4,Bottle,Bottle,1516.54382324,198.270065308,1277.25366211,0
Bottle 1,Bottle,Bottle,1526.32678223,229.406219482,1400.88293457,0,Bottle 2,Bottle,Bottle,1452.86315918,177.192214966,1318.27832031,0,Bottle 3,Bottle,Bottle,1468.62255859,249.172561646,1296.29382324,0,Bottle 4,Bottle,Bottle,1517.61950684,209.088027954,1279.72729492,0
Bottle 1,Bottle,Bottle,1526.84204102,237.02583313,1402.4407959,0,Bottle 2,Bottle,Bottle,1453.23474121,185.849456787,1319.37243652,0,Bottle 3,Bottle,Bottle,1469.79614258,257.835662842,1297.77148438,0,Bottle 4,Bottle,Bottle,1518.50268555,217.20010376,1281.22875977,0
Bottle 1,Bottle,Bottle,1527.27978516,246.861633301,1404.59375,0,Bottle 2,Bottle,Bottle,1453.35876465,197.441772461,1320.81555176,0,Bottle 3,Bottle,Bottle,1470.95715332,269.289825439,1299.75366211,0,Bottle 4,Bottle,Bottle,1519.54614258,228.130935669,1283.21252441,0
Bottle 1,Bottle,Bottle,1527.29296875,257.134735107,1406.94641113,0,Bottle 2,Bottle,Bottle,1453.0489502,209.520599365,1322.30932617,0,Bottle 3,Bottle,Bottle,1471.62719727,281.473724365,1301.9029541,0,Bottle 4,Bottle,Bottle,1519.84057617,239.59602356,1285.29272461,0
Bottle 1,Bottle,Bottle,1526.43969727,268.288391113,1409.1986084,0,Bottle 2,Bottle,Bottle,1452.20812988,221.801086426,1323.90625,0,Bottle 3,Bottle,Bottle,1471.71179199,293.682037354,1304.11901855,0,Bottle 4,Bottle,Bottle,1519.47192383,251.436141968,1287.44177246,0
Bottle 1,Bottle,Bottle,1525.32263184,277.033538818,1411.0135498,0,Bottle 2,Bottle,Bottle,1451.15539551,231.43270874,1325.23815918,0,Bottle 3,Bottle,Bottle,1471.38244629,303.155761719,1305.82470703,0,Bottle 4,Bottle,Bottle,1518.84753418,260.59664917,1289.19372559,0
Bottle 1,Bottle,Bottle,1523.78369141,288.81060791,1413.54638672,0,Bottle 2,Bottle,Bottle,1449.41821289,244.962783813,1326.98535156,0,Bottle 3,Bottle,Bottle,1471.15270996,316.443878174,1307.99291992,0,Bottle 4,Bottle,Bottle,1517.60632324,273.194580078,1291.50354004,0
Bottle 1,Bottle,Bottle,1522.48095703,301.606933594,1416.20690918,0,Bottle 2,Bottle,Bottle,1447.88146973,259.146636963,1329.09667969,0,Bottle 3,Bottle,Bottle,1470.93945312,330.820007324,1310.47607422,0,Bottle 4,Bottle,Bottle,1516.87695312,286.125030518,1294.19042969,0
Bottle 1,Bottle,Bottle,1159.61401367,189.540740967,173.046051025,0,Bottle 2,Bottle,Bottle,1120.17028809,198.630981445,57.1084938049,0,Bottle 3,Bottle,Bottle,1194.9420166,213.803237915,59.7499504089,0,Bottle 4,Bottle,Bottle,1184.00793457,148.137863159,59.6062088013,0
Bottle 1,Bottle,Bottle,1159.62792969,189.528793335,173.029724121,0,Bottle 2,Bottle,Bottle,1120.1842041,198.648910522,57.1170921326,0,Bottle 3,Bottle,Bottle,1195.00549316,213.81463623,59.7527542114,0,Bottle 4,Bottle,Bottle,1184.00195312,148.124069214,59.6691703796,0
Bottle 1,Bottle,Bottle,1159.61120605,189.563446045,173.032516479,0,Bottle 2,Bottle,Bottle,1120.18798828,198.648864746,57.0770072937,0,Bottle 3,Bottle,Bottle,1195.01123047,213.805343628,59.788028717,0,Bottle 4,Bottle,Bottle,1183.95947266,148.116622925,59.6794967651,0
Bottle 1,Bottle,Bottle,1159.62927246,189.543792725,173.01234436,0,Bottle 2,Bottle,Bottle,1120.19091797,198.630905151,57.0880737305,0,Bottle 3,Bottle,Bottle,1194.97729492,213.778488159,59.7434234619,0,Bottle 4,Bottle,Bottle,1183.94238281,148.109359741,59.6834526062,0
Bottle 1,Bottle,Bottle,1159.60632324,189.543563843,173.058639526,0,Bottle 2,Bottle,Bottle,1120.18334961,198.650390625,57.0991706848,0,Bottle 3,Bottle,Bottle,1195.0032959,213.837661743,59.7893562317,0,Bottle 4,Bottle,Bottle,1183.94140625,148.096069336,59.6502914429,0
Bottle 1,Bottle,Bottle,1159.60241699,189.539108276,173.032867432,0,Bottle 2,Bottle,Bottle,1120.18823242,198.635971069,57.0733261108,0,Bottle 3,Bottle,Bottle,1194.9909668,213.757644653,59.7600250244,0,Bottle 4,Bottle,Bottle,1183.99401855,148.131332397,59.6132087708,0
Bottle 1,Bottle,Bottle,1159.60766602,189.534820557,173.046157837,0,Bottle 2,Bottle,Bottle,1120.17602539,198.637039185,57.1267852783,0,Bottle 3,Bottle,Bottle,1194.98083496,213.763763428,59.7685050964,0,Bottle 4,Bottle,Bottle,1184.00268555,148.123397827,59.6612701416,0
Bottle 1,Bottle,Bottle,1159.63513184,189.539291382,173.030792236,0,Bottle 2,Bottle,Bottle,1120.21435547,198.600036621,57.1046409607,0,Bottle 3,Bottle,Bottle,1194.92602539,213.580688477,59.4865379333,0,Bottle 4,Bottle,Bottle,1183.92321777,148.088973999,59.6840209961,0
Bottle 1,Bottle,Bottle,1159.61743164,189.581100464,173.026412964,0,Bottle 2,Bottle,Bottle,1120.19311523,198.621688843,57.10987854,0,Bottle 3,Bottle,Bottle,1194.94018555,213.529220581,59.4586753845,0,Bottle 4,Bottle,Bottle,1184.23449707,148.186172485,59.5073165894,0
Bottle 1,Bottle,Bottle,1159.61938477,189.531951904,173.06237793,0,Bottle 2,Bottle,Bottle,1120.18981934,198.641159058,57.0878601074,0,Bottle 3,Bottle,Bottle,1194.9161377,213.495986938,59.4412612915,0,Bottle 4,Bottle,Bottle,1184.14208984,148.137664795,59.5113143921,0
Bottle 1,Bottle,Bottle,1159.625,189.536346436,173.036773682,0,Bottle 2,Bottle,Bottle,1120.1463623,198.657669067,57.1124343872,0,Bottle 3,Bottle,Bottle,1194.91918945,213.50177002,59.3713684082,0,Bottle 4,Bottle,Bottle,1184.21020508,148.141769409,59.4883079529,0
Bottle 1,Bottle,Bottle,1159.76318359,189.530059814,172.956466675,0,Bottle 2,Bottle,Bottle,1120.19934082,198.610794067,57.0902786255,0,Bottle 3,Bottle,Bottle,1194.94238281,213.45652771,59.3782196045,0,Bottle 4,Bottle,Bottle,1184.20385742,148.101272583,59.4675521851,0
Bottle 1,Bottle,Bottle,1159.68884277,189.483047485,172.944412231,0,Bottle 2,Bottle,Bottle,1120.19421387,198.652832031,57.1400909424,0,Bottle 3,Bottle,Bottle,1194.9432373,213.491012573,59.3628425598,0,Bottle 4,Bottle,Bottle,1184.19714355,148.130737305,59.4515724182,0
Bottle 1,Bottle,Bottle,1159.68676758,189.474990845,172.916442871,0,Bottle 2,Bottle,Bottle,1120.17651367,198.654769897,57.1033668518,0,Bottle 3,Bottle,Bottle,1194.83459473,213.484558105,59.3476104736,0,Bottle 4,Bottle,Bottle,1184.24157715,148.119384766,59.4240837097,0
Bottle 1,Bottle,Bottle,1159.90063477,189.397201538,172.860366821,0,Bottle 2,Bottle,Bottle,1120.18505859,198.676239014,57.0951538086,0,Bottle 3,Bottle,Bottle,1194.92565918,213.477432251,59.3829917908,0,Bottle 4,Bottle,Bottle,1184.41479492,147.989776611,59.3755760193,0
